text,toxic
"Around The World, порадували старічка-мікроблоггєра #RHCP_Kyiv Флі шось тре про пуссіз :)",0
"Третій день підряд рбіцяю собі,що приберу завтра і,нарешті...вже четвертий день,як приберу завтра.",0
Спілкуюся і думаю одночасно двома мовами.,0
Ердоган схоже знову ворог Numéro Uno.,0
Чому ж ти цього не бачиш?,0
RT : У Львові римо-католики відзначають 10-річчя візиту блаженного Папи Йоана Павла ІІ,0
"Мужик, в тебе півтора к підпісників в інстаграмі, як ти, бляха, моментально помітив, що я відписалася?????",0
"як я так провтикала((( я б приїхала... блін, грустінка",0
"Тут чуже дитя спить, дихаючи в шию, а в тебе купа ніжності і любові всередині.",0
"Проктер&Ґембл зробили таку рекламу про олімпійців і їх мам, що я реву.",0
"вчений у відео говорить ""Я не розумію чорні діри.",0
"Ми тут встали на вуха і перероблюємо всю верстку нинішнього ефіру, який за 2 години.",0
"Карочє, рєбят, це різдвяне диво, бо я включив #Grand_Tour, а тут якраз різдвяний епізод",0
"Замордовані непосильними податками & комуналкою громадяни гребуть ялинки, аж тріщить.",0
- Взагалі-то це останні літери у коді вашого замовлення.,0
"Бо так волають, ніби сходили, перевірили і фо ріал знайшли зраду.",0
«Я вперше чую від тебе мат» або про мою реакцію на загублену картку з усіма грошима,0
На секунду виникло бажання вмокнути шматок яблука в майонез.,0
"Особливо, якщо ти інтроверт і тобі приємніше спілкуватись поштою, а не наживо)",0
"Останнім часом мене не покидає відчуття, що я все роблю не так.",0
Вперше просидів якусь хрін не дарма,0
"Нє бойся, мальчік, бліже, падайді",0
любооооу!!!  а в мене навпаки дохєра всіх на ринку буд.матеріалів))),0
"Побачила картинку і згадала, що російські книжкові ""дизайнери"" дуже люблять Дженсена Еклза (це той, що Дін Вінчестер).",0
"У всіх там  якісь серйозні штуки типу хотдеск, hr-бот, доставка їжі, підбір фільмів по жанру.",0
Гм.. прилетіла якась обнова і телефон ожив.,0
"Подарував мамі на день народження, і самому захотілося.",0
"Наприклад ""Так зі мною себе не ведуть"".",0
"Вимикає.А кажуть,що чоловіки натяків не розуміють.",0
"так, коли я зла, нецензурщина з мене просто сиплеться.",0
"В смислє блять, люди туди що, їсти ходять?!",0
"Я нервуюся, чим нервую себе ще більше, бо я себе такою не люблю",0
"Виявляється, хочуть, щоб я фотку в паспорт вклеїў.",0
Моє останнє хобі birdwatching щось не дуже мені йде.,0
перенесла зустріч на середу. пообіцяла зустрітись.,0
Прибирали з братом з нульовими настроями.,0
"Чуваки, всьо пучком, я досі овержирна.",0
"приємно отримувати від життя неочікувані бонуси, але мінімальне покращення в тому, чим вже давно харишся, була б значно приємнішим",0
"Я тебе розчарую, бо з 2012 року ""кофе"" в російській мові і чоловічого і середнього роду)",0
"Христос учить, що царство боже в нас.",0
"Залишала на смітнику стару улюблену сумку, а відчуття наче домашнього улюбленця",0
"Стосовно твого запитання - так, я застряг.",0
Мої загребущі руки дійшли до «Сяйва» Кінга.,0
Улюблене було б св'ято у сусідів – інфа сотка.,0
"Сама прикольна новина: паралельно з нами? завтра   і ще хтось проводять свій захід по #ДІ, з назвою (sic!)",0
РОА & одна з нашивок русько-фашистського підрозділу.,0
Аби хоч шось було в порядку.,0
"Зара бухий мужик попер переходити 4 смуги, і всі машини перед ним розступилися.",0
"Я мала на увазі саме середньовічне й не українське, раптом що.",0
Це в першу чергу твої очікування.,0
"Єдине, що гарно виходить в нашої безкоштовної медицини - настрахати пацієнта.",0
Чорновол Тяню нефігово так закидали яйцями),0
"Шарить, шо червоне і чорне - то дуже звабливе поєднання.",0
"я теж перед цим про то подумав) І пофіг, які будуть решта голів)",0
"Взагалі дуже забавно, як дрібниці повертають тебе до життя.",0
"Аж ось прийшов час срочЬна міняти машину (бо багато жере) Продати дорогу, купити дешевшу",0
Ще одні знайомі в Канаду емігрували.,0
"а пінку не люблю. взагалі не люблю засоби для укладки. мені тоді здається, що в мене брудна голова",0
"Поки я від'їдаюся олінклюзівом, мені прислали пропозицію роботи.",0
"хіх)) світ все ж дуже тісний) та нічого особливого,то творчі будні,в яких багато несправедливості і дизайнера часто не слухають)",0
"А бабусині блінчікі буду їсти, хай скільки суржику б в них не було",0
"І зараз, коли є ціла купа яскравих соціологинь, їхні імена губляться на фоні збронзовілих портретів Контів і Веберів.",0
"ні, якщо ти кожен день у військовому, то це тільки значить, що ти належиш до жіночого, особливокрасивого спецназу :)",0
RT : Прекрасно вийти надвір і почути запах квітучої вишні,0
Прагрєсівна маладьож прийшла на #TEDxKyiv2016 i лишила після себе купу срачів (сміття) під стільцями в залі.,0
29 січня о 15-00 у музеї Тичини благодійний концерт для...,0
"Лежати під ковдрочою краще за всі ваші любові, секси, червоні дипломи, перспективні роботи.",0
"як рахуємо цей варіант? ні вашим, ні нашим?",0
"Та не псіхуй, чого ти.",0
"Ну звісно ж, перечитати детальну біографію Кнута Гамсуна!",0
"Виявити, що замість трьох місяців на всі сплановані на літо діла в тебе один.",0
Просто в близькою подруги чоловік - Максим.,0
"тоді роби запрошення або їдь з якоюсь тургрупою, вони все зроблять",0
Мене від цих двох пісень так нефігово шторить.,0
Уявна республіка Між | Збруч:  - чудовий есей від,0
"Дієта ""лінь готувати"" - моя улюблена.",0
"Я лишень пишу за себе, та й по тому.",0
"Слухайте-слухайте, говорить поліція! му-му говорит коровка. люблю украинскую репортажную журналистику",0
"Опа, я згадала що завтра обливаний понеділок...",0
І тільки срач в голові з самим собою якось розбавляє цей скучний вечір.,0
"я до самого цікавого не додивився, але зала була дуже кльова в якомусь такому середньовічному стилі... і дууууже велика",0
В чому прикол з барикадами на Інститутський я так і не зрозуміла.,0
"Твіттерянки підросли, бо все частіше з'являються чатіки на тему заміжжя.",0
"-Всмислічьки я з вами, то ви зі мною) #з_розмов",0
З клієнтами тільки так і треба робити.,0
"Нєкоторі кажуть: ""Всьо занадто професійно облаштовано, - викликає підозри"" О_О",0
"Все-таки, що не кажи, а у фб срачі епічніші, а персонажі набагато поетичніші.",0
"Можливо, хтось стикався з цією проблемою, та має що порадити, буду дуже вдячна #тві_хелп",0
*** Приймаю замовлення на розмальовані горнятка!,0
Трохи незвично дивитися його в оригіналі з блідими англ. субтитрами :),0
"Плюс, не люблю ідеї ""дівішніків"".",0
"Тому, якшо це четатимуть архерологи майбутнєго, то знайте-мумія, яку ви одкопали на р.Рось під Погребищами-це село Педоси",0
"Коли нам було по 13-15,в 20 ми себе уявляли такими афігєнними,якби ж нам тоді показали нас зараз...",0
"переходжу від надмірної драматизації реальності до ""ета нішто"" за 6хв 25с бльорівської Jets",0
"Блін, як же ж харить.",0
Гена на моему блозі знову рулить)) #Gena !!!,0
Тут всі знають вподобання одне одного.,0
"Ну якщо ти впевнений, що та з/п точно буде рано чи пізно, то  згідна з тобою.",0
"Круті рейки, стрьомні шпали, але чучух-чучух і класно тобі.",0
"Ми так близькі, ми майже рідні - ми мокрі під одним дощем..",0
От і T-Mobile USA «турбується» про мою безпеку — вимагає великі та маленькі літери в паролі.,0
"Я людина, яка переконана в тому, що всі речі колись можуть знадобитись.",0
"Найближчими днями: Латексфауна, Тік Ту, Христофор, театр Лесі, театр на Підзамчі, Меделін...",0
Тому просто надавайте мені по голові.,0
стєпухи немає  :А з аліекспрес замовити нє?,0
А от гоління жіночого обличчя - це взагалі як?,0
"Є дерев'яні – природні, безпосередні, органічні в кожній своїй рисі характеру.",0
"публіка наших цілодобових супермаркетів: нетверезі підлітки, жінки з розмазаним мейком, чоловіки із сумнівною зовнішністю. таке щось...",0
"Лежу розслабляюсь в ароматній ванні з цікавою книжкою...І тут стук у двері і голос:""Ви заарештовані,залиште приміщення!""",0
"Стрічко, серед вас часом нема блондинок з довгим волоссям чи середньою довжиною, які мають бажання підстригтися?",0
Полядвиця на Великдень завжди смакує по-особливому смачно :),0
Хочете жити в нормальній країні – треба платити податки.,0
"Чув сумну історію про чувачка з тактичною бородою, яка замерзла та відвалилась.",0
"Сьогодні бачила дівчину на п‘ятому місяці вагітності в облягаючій сукні, короткій шубці, на каблах і з мейком.",0
"Головний герой підкупає справжнім, непідробним конформізмом.",0
"Ок, Гугл: де поїсти в центрі не на всі гроші?",0
"Мама каже, треба йти до парламенту, блокувати його і не випускати депутатів, поки не поприймають всі потрібні закони.",0
Збираюся бути тут чи там о другій,0
"Наскільки я не люблю Барселону, але треба визнати вони це заслужили!",0
"Двічі в одну річку не ввійдеш, не благай мене.	0
Але, може, і існують неревниві дівки))	0
Фани Динамо і Карпат - їдьте в Днєпр.	0
Типу, соромно взяти і покинути, я ж сильна, я ж перетерплю!	0
У мене у ванні весь час падає поличка.	0
А так, ти далі ідеальний і не мій.	0
Втекти можна від усіх проблем, окрім тих, що в тебе у голові.	0
Про Марічку (ой, вибачте, Машу) Яремчук.	0
Походу нас гноблчть, але є люди, яких гноблять більше.	0
Не впевнений чи вона твіттерська, але те, що фігня - факт:D	0
Отакееееенний список справ, які слід зробити,- і отакесенький зроблених за сьогодні.	0
Я тільки прилягла, і тільки заснула.	0
Нічого особливого, просто йогуртовий бар у Празі.	0
Робустою правда, з яскраво вираженою кислуватою ноткою	0
Думала як новобудова, то буде нормальна публіка.	0
Щойно знову на аварії побував, ось відос	0
1.5 години поки зайшли і годину найти для себе місце.	0
Просто я не вважаю це недоліками.	0
ага. особливо подарунка коханого —1, такого телефону — 2, важливої частини роботи —3, і так ганебно —4 :’(	0
Фітбек я отримувала лише від малознайомих людей чи від взагалі анонімів.Але мізерна кількість.	0
14 лютого розумієш то особливо чітко	0
Але не для зовсім новонароджених крихіток.	0
Маяковський накидав на маладих антикурвапціоньєрів & журнаглістів до того, як то стало мейнстрімом.	0
А хтось може їхатиме з #Харків в  #Київ своїм транспортом найближчим часом?)	0
Абсолютно всі і постійно, що навіть себе вже серйозно не сприймаєш.	0
я не довіряю людям в яких немає проблем	0
ммм...дякую,дякую))) я безмежно люблю отримувати листи^^	0
Зліва від нього син, справа – дочка.	0
Бридко тому, що в кожноi людини € особистий простiр, в який не хочеться впускати нiкого крiм близьких, коханих.	0
А п'ять із іншої половини я вже здав :)	0
Я мовчу, не буду ж я розповідати що бухав і писав.	0
Поки чоловік у пошуках у мене час на горіх лате :)	0
Можна взагалі осісти і не вилазити.А нащо?	0
Сiли на потяг, їдемо до Львова.	0
Ти зі сторони взагалі ситуацію бачиш?	0
Заходиш на хвилинку і депресняк на день гарантовано))00	0
Блін, на губі вискочив прищик, розміром з Львівську область.	0
Терещенківська - одна із найулюбленіших вулиць рідного міста #Київ #kyivnow названа на честь цукромагната Терещенка	0
RT : Керівництво СБУ ближче до Медвєдєва, аніж до Януковича - Корчинський	0
шкода :/   А я якраз нині німецьку роблю.	0
Обід зроблений моїми кривими але добрими руками.	0
І як часто воно туди ходить?	0
- Він тебе сварить чи спокушає?	0
Я скоро їду в місто Ґрозний, Чеченская республика.	0
Сиджу чекаю поки завариться чай, але одна проблема - воду в чашку я так і не залила.	0
Люди діляться плейлистами, фільмами, діліться списком улюбленого порно.	0
#Львів вшанував пам’ять загиблих активістів Майдану	0
задача на найближчі пять днів. не брати дурного в голову і тяжкого на плечі.",0
"Хоча,в Грузії не думаю,що ти це особливо відчуєш)).Грузини-порядні,гостинні і безпечні)",0
1. Скідаю мамі фотку шо бухаю з колективом  Мама: 2.,0
"Буду вдячний,бо зараз без дєнєг тому що як завжди дурак і не вмію жить ету жізнь.",0
"Типу реакція нервової системи на те, що доводиться жити по-новому, а не у животику.",0
"Після публікації першої книги ""Казино Рояль"" на орнітолога накинувся натовп репортерів і фанатів.",0
Дивлюся пряму трансляцію з Лондона на айпедику завдяки  #дочєвотєхнікадошла,0
"Мене сильно бісили, що я маю бути на балу, в сукні і бла-бла,",0
Ух як я не переживаю вже.,0
"Мені задарили футболку як блогеру від Привата, пішов на вокзал задарив першому ж пацану.",0
"Думала, що знаю вже ледь не всю вокзальну публіку, а тут якісь бабусі блаженні на східцях дрімають.",0
Фі ці слова ж тупо топчик Особливо кеклол є годнота,0
Взяв у бабусi всi старi фотографiї щоб вiдсканувати.,0
"З кримтатарами погоджено, спостерігачі об'єктивні, люди щасливі.",0
Інвентаризація сувенірів у офісі відомого благодійного фонду плавно переросла у інвентаризацію міні-бару.,0
"Скільки таких було викреслено з друзів, всюди.",0
"В такі моменти,в такі дні розумію як сильно люблю свою країну,свій народ...Україна понад усе!",0
"мені колись подруга подарувала дуже класний блокнот, я аж щоденник почала вести, бо на щось щоденно-побутове шкода було брати",0
"Цікаво, такі перли - це вдалі експромти чи хтось завчасно сценарій пише?",0
"Ти панімаєш, шо половину економістів не шарять, шо вони роблять  О, я їх тоже не люблю",0
"Ван-мен-шоу традиційно босий, і це якось зближує, шолі #бабкін",0
"vivalon - український виробник, але роблять круті і якісні моделі",0
Єсі б не леворуція – в жьість бьі нє прєдложьіл.,0
Хаххаа там навіть є якби Тарас помалювався в блондина,0
"а ви вже чули нову пісню ""Обличчя"" Фіолет?",0
RT : Уміляє заборона дзеркалок на фестивалях.,0
"Якщо ті, хто не знає математики, не лізуть до проблем Гільберта, то чому всі люди можуть виховувати своїх дітей?",0
"Та й взагалі, люблю тримати журнали в руках.",0
"RT  Я люблю тебе, мій милий сон.",0
"ай, то все хєрня. зате скоро третій сезон шеймлесс!",0
"нічний адміністратор ок доречі. не таких атлічний як ""ранєтки"" чи ""елєн і рєбьята"", але теж дуже ок",0
Коротко про зміну мого настрою і як я приймаю рішення чи роблю вибір:,0
Легше бути щасливим не знаючи і не аналізуючи.,0
"І собі запощу квіти, шо я, гірше інших дівок?.. =)Р Тюльпани не люблю, а люблю отакі трояндочки",0
З'їздили з викладачем купили 2 пляшки водки.,0
"А моя Альонка зараз як мулатка, правда, блондиниста.",0
"Люблю в неприступних і ""закритих"" жінках відшукувати зміст і теплоту.",0
"Прочитавши 80 сторінок ""Воццека"" Іздрика зрозуміла звідки у  біо, а у  - назва блогу :)",0
"У моїх на цю тему улюблена фраза — ""треба родичатися"".",0
Ніхто найближчим часом не збирається вмирати?,0
В Чендлера була подібна проблема з босом :),0
Ці корейські маски для обличчя - сплашна развлєкуха.,0
"Але от якщо питання таке, в якому всі себе почувають експертами, то починається срач.",0
"Я ненавиджу корупцію, тисну лайк, а вона не зникає.",0
"Типу, альооо, для вас є Інстаграм!",0
Це мій хіба не найбільший страх.,0
"бережи себе, треба уважніше ставитися до раціону! ми (серед усього іншого) - це те, що ми їмо ;)",0
"І пофіг, що настрій ганебний, зате я сьогодні гарна))",0
"пака, хренова п'ятнице і привіт, моя улюблена п'ятничко ^^",0
"серед усіх гумористичних шоу, шо показують по тєліку євравідінє саме смішне",0
а я люблю печінковий торт...как же бить...как бить)),0
"Швидке горіння нервових клітин, Вихід назовні посеред ночі.",0
"Друзі, не забувайте голосувати на конкурі блогів =)",0
ну воно вроді то і не кисле але на середині мені почало таке бути,0
В мене за 2 роки проблем з цим не було.,0
Аж трошки сумно мені від цього.,0
"А в Пафосі,крім крутості й пафосу,мене приваблює форт - обожнюю фортеці й замки =)",0
"кава, чоколядка, облікова політика, #ядурко :)",0
"Я хотів би бути людиною ідеї, але занадто люблю тілесне.",0
введи в пошуку «with:public tag:ukrainian» або «with:public tag:russian» — воно знайде багато публічних Хвиль.,0
Тіпа как па дєлу MH17 наприклад.,0
Мене завжди уміляє як Укр. правда в своєму твіттері лічить рєбят.,0
"Хоч наші береги і різні, хоч далечінь між нами ще..",0
"Я посеред цього трешу ставлю крісло-качалку, наливаю собі в склянку віскі і беру в руки томик Кортасара #НеПроАТО",0
"Ти надто полюбляєш спати, щоб бути по-справжньому небезпечною.",0
Чую їх і це зовсім інший світ,0
"Реклама у потягу ніколи не була такою веселою:  фєєчькі вінкс у офтальмологічній клініці, пофарбовані на жовто-блакитне вимикачі та крани.",0
Сьогодні було все дуже чотко  Люблю таке,0
"прийшло натхнення, то вставайте і робіть! я он песто вночі роблю :)) а ви?",0
Коли я ще матиму шанс на обложку попасти :D,0
Дуже люблю цей вірш і пісню!,0
"Я: Випити б кави, але тепер я люблю її менше.",0
з улюблених) раптово: Ukrainian Americans have been present in NewYorkCity as early as the 17th century,0
"Цілий день посміхаюся, бо це надзвичайно, коли люди, з якими ти не знайомий особисто, роблять для тебе особливі речі",0
"Звідкись в мою філологічну магістерську загуляло слово ""дисперсія"", облаштую йому затишний куточок з діаграмою.",0
"Косметику підбирати важко, бо багато на що…",0
"На цьому мій політичний аналіз зупиняється, і я іду купувати собі буксир.",0
"Сусіди вже тиждень роблять ремонт, і я весь час прокидалась під цей шум.",0
"не сказала б: маю хлопців і 20+ років, і 40+ років, які так роблять",0
А це я в твіттер викладу.,0
І ви плануєте зустрітись десь посередині.,0
Я: фоткаю сіськи з різних ракурсів.,0
"Здається, мене надто рано нарекли дорослою.",0
Як ж ті таблетки риб'ячого жиру воняють...,0
Тютєлька-в-тютєльку навпроти входу в улюблену бібліотеку на райончику.,0
"А там бах — і чоловік вже чекає, за сусіднім столом.",0
Кажу як блідий і тверезий 8))),0
-А ти чув шо в Писарівському лісі впав здоровий дуб?,0
"Але навіть у мене бувають періоди: ооо цей грьобаний настрій, коли нічого не хочеться.",0
"Ані жаба, ані собака, ані закрите приміщення """,0
Чи в тебе там 3-ка була?,0
"Нє-нє, я не люблю настільки велике різномаїття.",0
"Ок, тільки врахуй, що йтиме воно тижні три, а може і місяць.",0
улюблена ностальгічна...РТ  Де ти тепер - Квітка Цісик (Міді): Тип файлу:  Міді        Розмір файлу: http://url4.eu/77Hy5,0
які ціни в середньому на шампуні?,0
А ти замість нього нібито маєш її вирішити.,0
"Чекаю оновлення циферблатів в #AppleWatch, як другого пришестя Христа  #AppleEvent",0
"Слова Симоненка ""Любить людей мене навчила мати"" мають стати слоганом для командних лідерів :)",0
"Тихо шумлять ліхтарі і світловик перевіряє партітуру - то там, то тут, спалахують м'яким світлом ліхтарі.",0
"Взагалі фіговий термін ""бар"" а як краще сказати не ясно.",0
"Сьогодні снився , який сидів в будиночку серед соснового лісу, пив каву.",0
"Тві, а яка у вас улюблена пісня,от най-най улюбленіша?#четвер_правди",0
"Як же я арута, бо рука нєбось жахливо затікає)))",0
"#шахи Граю сім партій - три дні на хід. відходив у всіх сімох сьогодні, звільнився до середи.",0
Читайте свої улюблені вірші десь вночі на даху.,0
"Зіроньки мої,бажаю вам романтичних снів < 3 І гарного початку тижня) #цьомкибомки_чаокакао #люблювас",0
Якийсь мужик стоїть і дивиться як я ллю собі на блузу воду із пляшки.,0
"#прокляттіблагословенням #рюс #6грамів #фатум #ххх #слуги #узбережжя Те, під чим їх твічу(",0
Скоропадський веде себе в коментах все-одно як має відношення до сильних тіпів із ПС.  потєряв страх пацан,0
"бліііін, Оратанія – Віддай, блііііііііін, ну зачєєєєм?",0
"Якась благородна донна в фейсбуці образилась, що я сказала, що Коко Шанель ляпнула дурницю.",0
"Тваринні і ""плодово-ягідні"" прінти, пастельні кольори, масивні сережки-підвіски...=))",0
"Жінко, я написала що мають право зробити без твоєї згоди, а не що буде зроблено обов'язково.",0
"Тут недавно Ilan Bluestone випустив альбом - Scars, і він афігенний",0
"Ну, і знову про мапу, просто вишенька на торті.",0
"Люди в наш час -як паперова серветка: в неї сякаються, комкають, викидають, беруть нову...Люди не мають свого обличчя.",0
"Поки ми з Левом дивились на автобуси в заторі, до нас підійшов незнайомець.",0
"О, я теж люблю секс подвійними порціями =))",0
"ну не знаю як там в кого, а в мене на блозі вже весна : )",0
"Throw me to the flames,  Watch me burn!",0
"в часи раннього християнства і навіть раннього середньовіччя бога зображували молодим, як пережиток антисності",0
Зайшла на канал   в тг  Накачала овердохуя класної музики  Пішла переслуховувати..,0
"Обличчя сповнене сумом, думки навчанням, стіл папірцями.",0
"- Окей, тоді повернемося до цієї проблеми 31 грудня.",0
"Квитки на поїзд найближче на 5 травня, з автобусом теж проблема.",0
"Були з моїм Сонцем і звьоздами на мюзиклі ""Привид опери"".",0
.. при чому людей які обробляють дорогоцінне каміння не так багато.,0
Лікар вчасно не побачила проблему і їй тепер потрібна операція =>,0
"щоразу, як блістатимеш - голосуй за меня на  :)",0
Після цієї зйомки я хочу потусіть на вічірінкє в платті в паєтки і в замшевих туфільках на каблуках.,0
Ми ж не даємо їм ще блюклєр чи vert anis.,0
Так би була хоч одна віддушина.,0
"Мені в сорочці спекотно, а вони преспокійно в светрах ходять.",0
"а моє совісне сумління забракувало всі офіційні і неофіційні версії. аби воно так завше працювало, блін.",0
"Але є речі, які роблять той чи інший закон - ключовим!""",0
"(Звісно, тут лише марокканські кафе, хто знав, що марокканський чай це СИРОП ЦУКРОВИЙ З М'ЯТОЮ?)",0
"Потім згадую,та нє в неї київстар же)Відпускає)))",0
"Прокинувся від звуків проповіді, що линули через відчинене вікно із найближчої церкви.",0
А СХЕМА себе позиціонує ' у рамках Київського бієнале' на цей раз.,0
"На колір і смак фломастери різні) Тобі Хлєб, мені АА)))",0
я не геть близько була. але запах газу у повітрі відчувався. та ми піщли за 20 хв до жесті,0
"Думала, що це я свіхнулась, а не фейсбук.",0
Пропоную винести на ринг шаблі..)) #klitchko #кличко,0
"Відчуваю себе трохи ущєрбною, бо у мене немає улюблених різдвяно-новорічних фільмів.",0
"Пів року вже поглядаю на нього, виставила на стіл...і дивлюся...",0
А я пиво не люблю!.. =))),0
"Мої улюблені Тигролови, за ніч пішла книга, як сьогодні пам'ятаю",0
"Кажуть, по вподобаннях можна визначити тонкі особливості людського характеру...",0
*підходить ближче* -А ви просто постриглися.,0
"Жжоский підгар зрозумілий, але та зустріч і таке мала б вскрити.",0
"Люблю, коли мої завислі над проходом босі ноги волоссячком лоскоче людинка, що проходить повз",0
А я люблю безлад в кімнаті.,0
"І через то якась дивна потреба, щоб хтось обняв)",0
"Подивилась на Юлю і паняла,шо можна не паритись на рахунок давно нефарбованого волосся,синців під очима і запухшого обличчя.",0
"Так от, я розумію, коли сарказм, а коли ні.",0
Люблю ці твої картинки з айсбергами.,0
"Коли ти помиляєшся і лажаєш, тебе все одно люблять.",0
Мій брат сам з'їв середню піцю барбекю :D,0
"Сиджу в парку,насолоджуюсь гарячою ароматною кавою і улюбленою музикою в навушниках)чарівна осінь.",0
"54. #CaptainAmericaTheWinterSoldier - no bad, so good.",0
"Унікальна інфа, яку ніхто не знає: блогери з компаніями працюють на основі бартеру ну да, ніхто не знає)",0
Дивлюсь фігурне катання і просто закохуюсь,0
"Тим часом на ПершомуНаціональному Поплавський співає дуетом з Наталі ""О БОЖЕ КАКОЙ МУЩІНА"".",0
Мене одного вже задовбала на смерть реклама нової Панамери?,0
"Мені тут  дорікає, що я в блог давно не пишу.",0
"Або я дуже тупа, або дуже рукожоп Або і те, і те",0
"Крімінал - це коли п'єш з маминої єдиної улюбленої чашки, до якої вона зазвичай навіть торкатись не дозволяє.",0
"А на самоті, на жаль, здурієш.",0
"Ех, а минулих років, я вже б був бухий на Республіці.",0
"А снодійне , це ж не антибіотики, із спиртним мішать можна?",0
А наступного року від шахтаря не лишиться нічого ні тренера ні гравців,0
"Отак і приходить відчуття наближення зими, коли вранці прокидаєшся, сонце ще тіки вилізло з-за нескінченої лінії...",0
"Накидати йому пошлих фото, а потім така ""та його тільки секс і цікавить!""",0
"Це не думки, це факти, Вова, факти.",0
"Мене сьогодні серйе також хапає, йо це хріново;(",0
"Дико люблю набрасувати, щоб людей бомбило",0
І отак у мене з усіма чоловіками.,0
Жити ото без тебе не може.,0
"А так, по факту, все це якось безглуздо",0
"В мене ні того ні того, але їду ближче до гір.",0
"люблю Дівчинку, але ця шерсть всюди вже дістала.",0
Єдиною державною мовою в Україні є і буде українська.,0
"Хочеться, щоб він посміхався і все налагодилося.",0
Помудрішає і теж дасть на тапки,0
З наближенням літа ночі видовжуються як пальці у  піаніста.,0
"Судячи з правил різних дієт і здорового харчування, я маю бути воблою...",0
"Малята, ви вже зовсім скоро почнете писати і прочитаєте це після, але знайте, я морально з вами ))",0
моя улюблена погода — як перед кінцівкою фільму «маґнолія»,0
"у мене в інстаграмі одні жопи, вєліки і собаки ©",0
"Ніко звичайно жжєт, але серед тих бабульок в міні і на підборах я нікого не бачила.",0
"Ти опублікувала цей твіт на 10 хвилин раніше, ніж треба!",0
"Люблю Тві за можливість писати все, що в житті здається ненормальним.",0
"Я не знаю, як відростити свій бронєбойний панцир назад.",0
"#ДжонЛенон - без цієї людини важко уявити моїх улюблених #TheBeatles З днем народження,Джон! світла і вічна пам""ять.",0
"Тра блокувати, збирати, галасувати & ПОСТИТИ КОТИКІВ.",0
"та, знаю тих чуваків) Хоупі люблю, в нього пластика тіла класна)",0
Ібо хрін йооо зна хто там за кермом,0
"Мозок: ПАНІКА ПАНІКА ПАНІКАПАНІКАПАНІКА Я: АААААА ШО СТАЛОСЬ Мозок: Нічого особливого не сталось, але ти панікуй",0
А який у тебе найулюбленіший фільм з ним?),0
Баширов за 30 років ніфіга не помінявся.,0
"неподалік мого будинку є моє улюблене комбо: бар, банк, сексшоп і центр ритуальних послуг",0
"Відпусти, я благаю відпусти, бо не можу далі йти я.",0
"Доречі, іспанське вино ніфіга не вставляє...",0
"А правда, втім, як і завжди, десь посередині, між ""незначительностью"" і ""безудержными успехами""...",0
"ааа, наберуся натхнення і запіляю ін100грамчик, ожидайтє :)",0
"дякую, схоже те, що мені потрібно (просте і зрозуміле). потестую цього тижня усе підряд а потім буду обирати.",0
"Та й алкоголіків ''в бєлочку тоже нє'' Прост не люблю, нагнітає",0
"Мда, забула - опозиція ж 4-й день блокує трибуну ВР.",0
"я дуже люблю, але не завжди можу ретвітити - не зрозуміє народ)))",0
До щему захотілось поговорити зі своєю бабусею.,0
Краще кинь скріншот як ти голосував за нове гасло для української армії.,0
"Хай би що там шкреблося, воно тебе не скривдить",0
"Бек ту блек, бек ту унивашки^",0
"Чому в мене болить голова, я ж не так багато випила?",0
"Обличчя людини, якій знов на роботу в суботу і неділю, а вона собі тусить.",0
